student1,student2,rule1_violations,rule1_prob,rule2_violation,rule2_prob,rule3_violation,rule3_prob,overall_prob
5,25,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
4,20,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
4,25,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
4,19,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q4', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
13,15,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
13,19,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
13,16,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
10,13,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
1,10,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
15,19,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
24,20,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
22,8,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
21,2,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
22,3,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
21,20,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q4', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
22,2,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q4', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
0,8,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
0,12,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
0,3,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
0,22,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
1,16,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
1,19,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
24,5,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
24,4,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
1,15,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
1,13,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
9,13,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q4', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
22,12,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
15,16,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
9,2,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
25,12,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q4', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
19,16,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
26,5,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q4', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
20,25,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
9,21,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
26,23,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
26,18,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 3 questions ['q1', 'q3', 'q5'] have the identical answer. ",0.7499999999999999,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.5249999999999999
2,19,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,16,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,25,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,12,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,8,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
18,8,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,18,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,23,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
25,19,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
24,3,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
24,10,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,20,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
18,12,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
18,16,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
24,13,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
24,15,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
18,19,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
18,25,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
23,8,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
24,23,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
24,18,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
24,19,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
24,16,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
25,16,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,4,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
2,15,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
21,23,"Out of 5same questions, 0 questions [] are answered within 60 seconds time difference. ",0.0,"Out of 5same questions, 2 questions ['q1', 'q5'] have the identical answer. ",0.5,"Out of 5same questions, 5 questions are answered in the same order. Answering orders are ['q1', 'q2', 'q3', 'q4', 'q5'] and ['q1', 'q2', 'q3', 'q4', 'q5'] respectively.",1.0,0.44999999999999996
